participant_id,exercise_type,user_weight_kg,user_height_cm,user_age,user_gender,duration_sec,total_reps,valid_reps,invalid_reps,valid_rep_ratio,avg_rom_deg,rep_velocity,peak_angular_velocity,rom_completeness_ratio,torso_inclination_angle,rep_cadence_variance,k_base_kcal,target_multiplier_m,target_kcal
ATHLETE_005,jumping_jack,76.2,159.5,19,male,165.0,59,35,24,0.593,114.2,21.46,174.0,0.952,13.8,1.2,25.498,0.9688,24.702
ATHLETE_005,jumping_jack,76.2,159.5,19,male,227.3,81,51,30,0.63,136.4,21.38,115.9,1.137,13.6,0.253,35.13,0.977,34.323
ATHLETE_005,pushup,76.2,159.5,19,male,85.0,30,20,10,0.667,83.8,21.18,175.4,0.762,87.2,0.522,13.136,0.9565,12.564
ATHLETE_005,pushup,76.2,159.5,19,male,231.2,73,51,22,0.699,91.6,18.95,180.0,0.833,76.9,0.233,35.725,0.9932,35.482
ATHLETE_005,jumping_jack,76.2,159.5,19,male,134.6,45,27,18,0.6,99.1,20.06,200.0,0.826,26.9,0.172,20.797,0.9906,20.602
ATHLETE_005,squat,76.2,159.5,19,male,227.5,65,39,26,0.6,108.0,17.14,187.2,0.982,9.3,0.592,28.564,1.0437,29.812
ATHLETE_005,jumping_jack,76.2,159.5,19,male,213.4,62,40,22,0.645,91.7,17.43,214.2,0.764,9.7,0.05,32.986,1.0421,34.375
ATHLETE_005,squat,76.2,159.5,19,male,185.7,54,35,19,0.648,95.6,17.45,204.0,0.869,15.2,1.175,23.318,1.0503,24.491
ATHLETE_005,jumping_jack,76.2,159.5,19,male,131.3,47,32,15,0.681,155.4,21.48,230.6,1.295,4.8,0.291,20.29,1.26,25.566
ATHLETE_005,pushup,76.2,159.5,19,male,40.6,13,9,4,0.692,84.8,19.2,184.8,0.771,95.0,0.474,6.279,0.9945,6.244
ATHLETE_005,jumping_jack,76.2,159.5,19,male,238.2,64,41,23,0.641,103.6,16.12,213.6,0.863,33.4,0.335,36.813,1.0626,39.119
ATHLETE_005,jumping_jack,76.2,159.5,19,male,171.3,52,34,18,0.654,135.5,18.21,195.9,1.13,22.5,0.05,26.479,1.1146,29.515
ATHLETE_005,pushup,76.2,159.5,19,male,230.8,70,44,26,0.629,97.0,18.2,164.3,0.882,78.5,0.448,35.666,0.9128,32.555
ATHLETE_005,squat,76.2,159.5,19,male,150.5,46,29,17,0.63,79.3,18.34,237.2,0.721,15.6,0.36,18.894,1.139,21.521
ATHLETE_005,pushup,76.2,159.5,19,male,147.6,48,31,17,0.646,131.4,19.51,226.5,1.195,80.0,0.61,22.811,1.24,28.285
ATHLETE_005,pushup,76.2,159.5,19,male,160.0,44,30,14,0.682,113.6,16.5,175.7,1.033,66.6,0.05,24.732,1.0256,25.366
ATHLETE_005,pushup,76.2,159.5,19,male,115.5,31,19,12,0.613,129.5,16.11,215.1,1.177,76.8,0.354,17.848,1.1894,21.228
ATHLETE_005,jumping_jack,76.2,159.5,19,male,46.0,14,9,5,0.643,135.6,18.25,125.2,1.13,10.0,0.157,7.114,0.9641,6.859
ATHLETE_005,squat,76.2,159.5,19,male,56.4,19,12,7,0.632,132.2,20.23,218.7,1.202,15.3,0.217,7.078,1.1727,8.3
ATHLETE_005,pushup,76.2,159.5,19,male,115.7,43,29,14,0.674,96.5,22.29,198.0,0.877,82.8,0.896,17.887,1.0532,18.839
ATHLETE_005,pushup,76.2,159.5,19,male,230.5,61,36,25,0.59,88.4,15.88,161.8,0.804,87.8,0.1,35.616,0.8997,32.044
ATHLETE_006,squat,66.4,188.0,59,male,143.6,55,43,12,0.782,101.7,22.97,252.6,0.925,26.3,0.278,16.738,1.2034,20.142
ATHLETE_006,jumping_jack,66.4,188.0,59,male,214.1,84,73,11,0.869,123.8,23.54,292.6,1.031,23.3,0.055,30.702,1.2839,39.418
ATHLETE_006,jumping_jack,66.4,188.0,59,male,63.6,27,22,5,0.815,115.4,25.48,260.9,0.962,13.5,0.057,9.119,1.2591,11.482
ATHLETE_006,jumping_jack,66.4,188.0,59,male,75.2,35,29,6,0.829,95.7,27.92,250.9,0.798,23.4,0.05,10.787,1.2507,13.492
ATHLETE_006,squat,66.4,188.0,59,male,140.7,60,46,14,0.767,100.6,25.58,289.0,0.915,23.2,0.085,16.401,1.2202,20.012
ATHLETE_006,squat,66.4,188.0,59,male,121.7,48,40,8,0.833,92.8,23.66,251.3,0.843,31.2,0.215,14.182,1.2145,17.225
ATHLETE_006,jumping_jack,66.4,188.0,59,male,193.0,70,54,16,0.771,105.3,21.76,215.4,0.878,21.0,0.08,27.678,1.1692,32.361
ATHLETE_006,pushup,66.4,188.0,59,male,165.1,59,45,14,0.763,105.9,21.44,271.1,0.963,87.9,0.281,23.681,1.2594,29.825
ATHLETE_006,squat,66.4,188.0,59,male,95.6,36,28,8,0.778,95.9,22.59,291.0,0.872,2.4,0.05,11.141,1.1782,13.126
ATHLETE_006,pushup,66.4,188.0,59,male,232.2,84,69,15,0.821,119.7,21.71,225.4,1.088,95.0,0.56,33.3,1.2628,42.052
ATHLETE_006,jumping_jack,66.4,188.0,59,male,63.1,30,24,6,0.8,150.4,28.53,184.7,1.253,23.0,0.158,9.048,1.1841,10.713
ATHLETE_006,jumping_jack,66.4,188.0,59,male,80.9,40,30,10,0.75,104.2,29.66,230.7,0.868,22.4,0.058,11.605,1.2521,14.531
ATHLETE_006,squat,66.4,188.0,59,male,155.4,53,47,6,0.887,104.9,20.47,298.2,0.954,19.4,1.2,18.105,1.2432,22.509
ATHLETE_006,pushup,66.4,188.0,59,male,179.5,69,62,7,0.899,110.9,23.06,221.7,1.008,81.0,0.167,25.75,1.2402,31.935
ATHLETE_006,jumping_jack,66.4,188.0,59,male,61.2,29,25,4,0.862,146.5,28.42,261.0,1.221,17.6,0.603,8.782,1.3346,11.72
ATHLETE_006,pushup,66.4,188.0,59,male,98.7,40,35,5,0.875,88.0,24.31,231.1,0.8,91.7,0.05,14.158,1.201,17.004
ATHLETE_006,pushup,66.4,188.0,59,male,112.4,54,46,8,0.852,111.9,28.82,206.3,1.017,95.0,0.469,16.124,1.1878,19.152
ATHLETE_006,jumping_jack,66.4,188.0,59,male,205.6,76,56,20,0.737,105.2,22.18,259.1,0.877,12.6,0.373,29.491,1.2054,35.547
ATHLETE_006,pushup,66.4,188.0,59,male,204.1,77,65,12,0.844,106.6,22.63,316.6,0.969,77.0,0.05,29.279,1.2322,36.078
ATHLETE_006,pushup,66.4,188.0,59,male,109.8,50,44,6,0.88,115.8,27.32,227.9,1.053,91.9,0.05,15.752,1.3033,20.529
ATHLETE_006,jumping_jack,66.4,188.0,59,male,44.4,18,14,4,0.778,116.5,24.31,287.3,0.971,22.0,0.05,6.37,1.2509,7.969
ATHLETE_006,pushup,66.4,188.0,59,male,29.2,13,11,2,0.846,116.2,26.67,233.5,1.056,89.1,0.491,4.194,1.2922,5.42
ATHLETE_006,pushup,66.4,188.0,59,male,204.7,101,85,16,0.842,138.2,29.61,281.7,1.256,95.0,0.209,29.356,1.4,41.098
ATHLETE_006,squat,66.4,188.0,59,male,46.5,15,11,4,0.733,105.9,19.37,228.4,0.963,26.6,0.05,5.413,1.1535,6.244
ATHLETE_006,pushup,66.4,188.0,59,male,86.0,39,29,10,0.744,120.2,27.21,308.6,1.093,84.2,0.554,12.332,1.3101,16.156
ATHLETE_006,squat,66.4,188.0,59,male,114.4,43,37,6,0.86,135.2,22.55,278.8,1.229,13.5,0.235,13.333,1.312,17.493
ATHLETE_006,pushup,66.4,188.0,59,male,40.6,19,16,3,0.842,115.3,28.05,342.8,1.048,70.5,0.2,5.83,1.3084,7.628
ATHLETE_006,jumping_jack,66.4,188.0,59,male,50.3,19,14,5,0.737,139.8,22.68,239.2,1.165,31.2,0.05,7.208,1.3218,9.527
ATHLETE_006,squat,66.4,188.0,59,male,193.1,95,74,21,0.779,101.1,29.52,187.5,0.919,27.3,0.05,22.5,1.1302,25.43
ATHLETE_006,pushup,66.4,188.0,59,male,123.9,42,31,11,0.738,100.9,20.33,176.4,0.917,88.6,0.115,17.777,1.0006,17.787
ATHLETE_006,pushup,66.4,188.0,59,male,133.6,44,32,12,0.727,99.4,19.75,222.4,0.904,87.6,0.252,19.168,1.1645,22.321
ATHLETE_006,jumping_jack,66.4,188.0,59,male,29.8,11,9,2,0.818,129.3,22.17,228.6,1.077,28.3,0.299,4.269,1.2475,5.326
ATHLETE_006,jumping_jack,66.4,188.0,59,male,128.6,57,51,6,0.895,106.8,26.6,225.9,0.89,9.0,0.185,18.441,1.1829,21.815
ATHLETE_006,pushup,66.4,188.0,59,male,177.1,76,59,17,0.776,96.5,25.75,253.9,0.878,95.0,0.05,25.398,1.2548,31.869
ATHLETE_006,squat,66.4,188.0,59,male,196.1,86,64,22,0.744,123.2,26.32,325.7,1.12,18.4,0.136,22.849,1.3383,30.578
ATHLETE_006,pushup,66.4,188.0,59,male,227.2,100,85,15,0.85,123.9,26.41,188.1,1.126,86.7,0.724,32.582,1.2073,39.337
ATHLETE_006,squat,66.4,188.0,59,male,46.5,22,16,6,0.727,85.6,28.37,252.5,0.778,19.7,0.122,5.421,1.2065,6.541
ATHLETE_006,pushup,66.4,188.0,59,male,38.6,15,13,2,0.867,95.1,23.34,270.4,0.864,95.0,0.05,5.531,1.2203,6.75
ATHLETE_006,pushup,66.4,188.0,59,male,172.3,69,58,11,0.841,88.9,24.02,210.4,0.808,82.9,0.56,24.718,1.1604,28.682
ATHLETE_006,jumping_jack,66.4,188.0,59,male,119.0,50,43,7,0.86,112.6,25.2,236.6,0.938,31.2,0.063,17.071,1.3334,22.763
ATHLETE_007,jumping_jack,86.2,152.2,18,male,35.8,15,13,2,0.867,131.4,25.16,329.1,1.095,10.1,1.2,5.727,1.3053,7.475
ATHLETE_007,pushup,86.2,152.2,18,male,43.2,16,16,0,1.0,86.1,22.24,275.9,0.783,84.1,0.91,6.908,1.2063,8.333
ATHLETE_007,jumping_jack,86.2,152.2,18,male,55.2,20,19,1,0.95,81.5,21.74,260.1,0.679,19.3,0.768,8.837,1.166,10.303
ATHLETE_007,squat,86.2,152.2,18,male,201.9,109,96,13,0.881,102.7,32.4,288.2,0.934,7.4,0.273,26.255,1.2819,33.657
ATHLETE_007,pushup,86.2,152.2,18,male,125.1,57,49,8,0.86,115.3,27.33,255.4,1.048,93.5,0.432,20.03,1.3114,26.266
ATHLETE_007,squat,86.2,152.2,18,male,32.7,13,11,2,0.846,105.5,23.87,289.8,0.959,27.7,0.052,4.251,1.2116,5.15
ATHLETE_007,jumping_jack,86.2,152.2,18,male,53.1,27,23,4,0.852,126.8,30.5,302.5,1.057,11.6,0.55,8.502,1.3177,11.203
ATHLETE_007,jumping_jack,86.2,152.2,18,male,64.3,27,22,5,0.815,156.0,25.2,219.9,1.3,22.0,0.267,10.291,1.3008,13.386
ATHLETE_007,squat,86.2,152.2,18,male,48.7,24,20,4,0.833,93.5,29.54,303.1,0.85,19.0,1.2,6.339,1.2379,7.848
ATHLETE_007,squat,86.2,152.2,18,male,149.5,64,56,8,0.875,115.1,25.68,247.1,1.046,21.9,0.237,19.446,1.247,24.249
ATHLETE_007,squat,86.2,152.2,18,male,179.7,94,86,8,0.915,139.3,31.39,231.6,1.267,30.2,0.227,23.365,1.4,32.712
ATHLETE_007,jumping_jack,86.2,152.2,18,male,44.0,22,20,2,0.909,124.7,29.97,169.6,1.039,25.2,0.05,7.049,1.1525,8.124
ATHLETE_007,squat,86.2,152.2,18,male,171.3,84,81,3,0.964,97.7,29.42,246.4,0.889,29.2,0.114,22.278,1.2923,28.79
ATHLETE_007,squat,86.2,152.2,18,male,230.6,84,84,0,1.0,120.2,21.85,290.5,1.093,25.8,0.472,29.996,1.3287,39.855
ATHLETE_007,pushup,86.2,152.2,18,male,21.2,11,10,1,0.909,107.5,31.06,277.6,0.977,80.0,0.178,3.401,1.3413,4.562
ATHLETE_007,squat,86.2,152.2,18,male,37.1,16,14,2,0.875,101.3,25.89,253.3,0.921,20.9,1.033,4.823,1.2649,6.1
ATHLETE_007,squat,86.2,152.2,18,male,21.3,8,7,1,0.875,92.7,22.49,284.3,0.843,16.2,0.228,2.775,1.2254,3.401
ATHLETE_007,squat,86.2,152.2,18,male,36.0,15,13,2,0.867,91.8,24.97,239.6,0.835,26.6,0.136,4.687,1.2222,5.728
ATHLETE_007,pushup,86.2,152.2,18,male,205.3,95,82,13,0.863,128.9,27.77,255.8,1.172,89.8,0.706,32.861,1.3495,44.344
ATHLETE_007,squat,86.2,152.2,18,male,148.9,71,59,12,0.831,86.3,28.61,299.9,0.784,26.7,0.57,19.364,1.2491,24.188
ATHLETE_007,squat,86.2,152.2,18,male,143.9,55,55,0,1.0,93.0,22.93,327.0,0.846,24.4,0.111,18.718,1.2585,23.557
ATHLETE_007,pushup,86.2,152.2,18,male,89.9,32,29,3,0.906,99.1,21.36,278.0,0.901,91.6,0.133,14.385,1.2046,17.329
ATHLETE_007,jumping_jack,86.2,152.2,18,male,201.9,78,73,5,0.936,117.7,23.18,309.6,0.981,5.0,0.964,32.314,1.2458,40.257
ATHLETE_007,jumping_jack,86.2,152.2,18,male,39.6,19,17,2,0.895,142.2,28.76,226.0,1.185,24.2,0.384,6.346,1.3295,8.437
ATHLETE_007,pushup,86.2,152.2,18,male,81.3,31,29,2,0.935,141.5,22.89,258.2,1.286,65.6,0.703,13.007,1.3489,17.545
ATHLETE_007,jumping_jack,86.2,152.2,18,male,120.7,48,43,5,0.896,104.9,23.86,267.4,0.874,16.4,0.604,19.319,1.2731,24.596
ATHLETE_007,jumping_jack,86.2,152.2,18,male,178.3,76,75,1,0.987,129.1,25.57,318.3,1.076,25.2,0.05,28.544,1.3627,38.896
ATHLETE_007,pushup,86.2,152.2,18,male,50.1,24,23,1,0.958,122.2,28.77,224.6,1.111,95.0,0.078,8.012,1.314,10.527
ATHLETE_007,pushup,86.2,152.2,18,male,83.2,35,29,6,0.829,105.2,25.23,237.5,0.956,90.9,0.05,13.322,1.2456,16.594
ATHLETE_007,pushup,86.2,152.2,18,male,220.4,113,109,4,0.965,90.3,30.76,314.4,0.821,83.0,0.452,35.285,1.2981,45.803
ATHLETE_007,pushup,86.2,152.2,18,male,232.0,106,101,5,0.953,121.9,27.42,247.2,1.108,86.0,1.2,37.131,1.4,51.983
ATHLETE_007,jumping_jack,86.2,152.2,18,male,146.6,55,49,6,0.891,93.7,22.51,256.1,0.781,4.9,0.146,23.462,1.1748,27.563
ATHLETE_007,jumping_jack,86.2,152.2,18,male,134.0,57,51,6,0.895,117.0,25.53,274.3,0.975,21.4,0.531,21.441,1.294,27.746
ATHLETE_007,pushup,86.2,152.2,18,male,107.6,45,37,8,0.822,92.2,25.1,244.6,0.839,95.0,0.225,17.217,1.2195,20.996
ATHLETE_007,squat,86.2,152.2,18,male,148.1,80,70,10,0.875,139.6,32.41,287.7,1.269,26.7,0.525,19.259,1.4,26.963
ATHLETE_007,pushup,86.2,152.2,18,male,69.6,27,23,4,0.852,125.6,23.28,292.0,1.142,76.1,0.583,11.138,1.323,14.736
ATHLETE_007,jumping_jack,86.2,152.2,18,male,56.1,26,25,1,0.962,111.3,27.83,287.1,0.927,22.4,0.05,8.972,1.3507,12.119
ATHLETE_007,squat,86.2,152.2,18,male,33.7,13,10,3,0.769,90.7,23.16,345.7,0.825,7.1,0.243,4.381,1.1948,5.234
ATHLETE_007,pushup,86.2,152.2,18,male,231.7,110,110,0,1.0,109.1,28.48,327.4,0.992,83.6,0.288,37.089,1.3074,48.489
ATHLETE_007,squat,86.2,152.2,18,male,118.0,47,39,8,0.83,111.9,23.89,285.5,1.017,20.4,0.105,15.349,1.2831,19.695
ATHLETE_008,squat,75.2,179.7,55,female,232.8,52,26,26,0.5,92.5,13.4,178.5,0.841,18.1,0.532,25.19,0.8932,22.499
ATHLETE_008,squat,75.2,179.7,55,female,189.8,44,18,26,0.409,83.9,13.91,163.0,0.762,27.1,0.457,20.537,0.8489,17.435
ATHLETE_008,jumping_jack,75.2,179.7,55,female,75.8,16,7,9,0.438,156.0,12.66,90.6,1.3,38.1,0.05,10.102,0.8977,9.069
ATHLETE_008,squat,75.2,179.7,55,female,222.1,61,29,32,0.475,124.2,16.48,121.1,1.129,23.3,0.155,24.032,0.8902,21.393
ATHLETE_008,pushup,75.2,179.7,55,female,72.9,15,7,8,0.467,104.7,12.35,108.4,0.952,81.7,1.052,9.709,0.859,8.339
ATHLETE_008,pushup,75.2,179.7,55,female,178.2,43,19,24,0.442,119.8,14.48,125.2,1.089,83.3,0.819,23.739,0.8708,20.673
ATHLETE_008,squat,75.2,179.7,55,female,216.4,49,24,25,0.49,98.5,13.59,80.0,0.896,23.3,0.072,23.416,0.8231,19.275
ATHLETE_008,jumping_jack,75.2,179.7,55,female,150.6,28,13,15,0.464,88.7,11.15,109.2,0.739,19.1,0.05,20.065,0.8114,16.28
ATHLETE_008,jumping_jack,75.2,179.7,55,female,203.9,44,21,23,0.477,126.2,12.95,183.6,1.052,5.8,0.194,27.158,0.9887,26.851
ATHLETE_008,pushup,75.2,179.7,55,female,106.2,25,11,14,0.44,93.8,14.12,146.5,0.853,95.0,0.078,14.146,0.8328,11.781
ATHLETE_008,jumping_jack,75.2,179.7,55,female,86.9,18,7,11,0.389,135.9,12.42,170.5,1.133,18.0,0.126,11.579,0.975,11.289
ATHLETE_008,squat,75.2,179.7,55,female,200.0,42,18,24,0.429,98.6,12.6,113.0,0.896,25.6,0.274,21.642,0.8182,17.708
ATHLETE_008,pushup,75.2,179.7,55,female,103.8,23,11,12,0.478,75.7,13.3,146.5,0.688,82.4,0.157,13.82,0.8443,11.668
ATHLETE_008,jumping_jack,75.2,179.7,55,female,177.2,46,19,27,0.413,149.9,15.58,250.7,1.249,24.9,0.615,23.6,1.1719,27.657
ATHLETE_008,jumping_jack,75.2,179.7,55,female,177.2,41,20,21,0.488,133.6,13.89,174.2,1.113,16.6,0.576,23.597,0.9976,23.54
ATHLETE_008,pushup,75.2,179.7,55,female,51.3,10,4,6,0.4,116.7,11.7,181.8,1.061,95.0,0.131,6.83,0.9195,6.281
ATHLETE_008,squat,75.2,179.7,55,female,55.9,14,6,8,0.429,99.6,15.04,139.3,0.906,7.9,0.427,6.046,0.843,5.097
ATHLETE_008,jumping_jack,75.2,179.7,55,female,175.4,42,19,23,0.452,82.0,14.37,118.9,0.683,11.7,1.14,23.359,0.7944,18.555
ATHLETE_008,squat,75.2,179.7,55,female,141.6,32,13,19,0.406,86.1,13.56,106.4,0.782,23.0,0.558,15.325,0.8204,12.573
ATHLETE_008,jumping_jack,75.2,179.7,55,female,88.8,24,12,12,0.5,114.5,16.21,145.4,0.954,14.7,0.072,11.832,0.8829,10.447
ATHLETE_008,squat,75.2,179.7,55,female,106.0,21,9,12,0.429,102.6,11.89,166.4,0.933,22.1,0.099,11.467,0.9136,10.477
ATHLETE_008,pushup,75.2,179.7,55,female,82.9,19,9,10,0.474,97.4,13.76,136.1,0.885,89.3,0.359,11.038,0.8393,9.265
ATHLETE_008,squat,75.2,179.7,55,female,181.4,36,17,19,0.472,112.3,11.91,188.6,1.021,19.8,1.2,19.629,0.9729,19.097
ATHLETE_008,squat,75.2,179.7,55,female,233.5,46,21,25,0.457,119.2,11.82,178.1,1.084,5.2,0.177,25.276,0.9487,23.979
ATHLETE_008,jumping_jack,75.2,179.7,55,female,153.2,36,17,19,0.472,128.4,14.1,215.7,1.07,13.5,0.317,20.408,1.084,22.123
ATHLETE_008,jumping_jack,75.2,179.7,55,female,36.6,10,4,6,0.4,117.6,16.38,113.4,0.98,32.0,0.109,4.879,0.8933,4.359
ATHLETE_008,squat,75.2,179.7,55,female,174.8,39,18,21,0.462,136.7,13.38,122.3,1.242,26.2,0.1,18.922,0.9581,18.129
ATHLETE_008,squat,75.2,179.7,55,female,210.5,58,24,34,0.414,113.6,16.53,153.7,1.033,23.1,0.423,22.786,0.8967,20.433
ATHLETE_008,pushup,75.2,179.7,55,female,31.1,7,3,4,0.429,105.6,13.5,167.1,0.96,91.1,0.471,4.144,0.9426,3.906
ATHLETE_008,squat,75.2,179.7,55,female,234.9,46,19,27,0.413,90.2,11.75,136.9,0.82,22.5,0.199,25.427,0.8101,20.6
ATHLETE_008,jumping_jack,75.2,179.7,55,female,199.8,47,21,26,0.447,149.4,14.11,160.7,1.245,12.3,0.371,26.613,0.9804,26.09
ATHLETE_008,pushup,75.2,179.7,55,female,213.0,55,23,32,0.418,91.6,15.49,117.7,0.832,77.7,0.05,28.378,0.8193,23.25
ATHLETE_008,pushup,75.2,179.7,55,female,113.4,23,11,12,0.478,76.1,12.16,186.4,0.692,91.1,0.169,15.112,0.8824,13.335
ATHLETE_008,jumping_jack,75.2,179.7,55,female,82.3,21,9,12,0.429,83.8,15.3,145.1,0.698,16.9,0.081,10.966,0.8366,9.175
ATHLETE_008,jumping_jack,75.2,179.7,55,female,138.4,29,13,16,0.448,119.5,12.57,167.1,0.996,18.2,0.348,18.44,0.9476,17.474
ATHLETE_008,jumping_jack,75.2,179.7,55,female,160.3,42,19,23,0.452,93.2,15.72,145.8,0.777,16.8,0.243,21.359,0.8627,18.427
ATHLETE_008,jumping_jack,75.2,179.7,55,female,151.7,31,14,17,0.452,99.6,12.26,80.0,0.83,27.8,0.05,20.213,0.7996,16.163
ATHLETE_008,pushup,75.2,179.7,55,female,77.3,15,6,9,0.4,117.5,11.65,153.7,1.069,89.6,0.05,10.29,0.9129,9.394
ATHLETE_008,pushup,75.2,179.7,55,female,21.8,6,2,4,0.333,77.7,16.55,154.2,0.707,82.8,0.721,2.897,0.8325,2.412
ATHLETE_008,pushup,75.2,179.7,55,female,87.7,24,12,12,0.5,85.6,16.42,94.1,0.778,90.7,0.732,11.684,0.8374,9.784
ATHLETE_009,jumping_jack,57.4,169.6,68,male,121.6,41,29,12,0.707,107.4,20.23,146.2,0.895,32.8,0.17,14.633,0.9248,13.533
ATHLETE_009,jumping_jack,57.4,169.6,68,male,114.5,44,37,7,0.841,140.3,23.05,216.1,1.169,23.0,0.148,13.78,1.2066,16.627
ATHLETE_009,squat,57.4,169.6,68,male,56.5,22,16,6,0.727,91.6,23.38,200.4,0.833,20.8,0.328,5.521,1.0519,5.807
ATHLETE_009,squat,57.4,169.6,68,male,56.7,17,12,5,0.706,124.3,17.98,182.8,1.13,22.1,0.187,5.546,1.0805,5.993
ATHLETE_009,pushup,57.4,169.6,68,male,114.4,40,33,7,0.825,90.2,20.98,229.2,0.82,63.9,0.715,13.762,1.1521,15.856
ATHLETE_009,squat,57.4,169.6,68,male,24.9,10,8,2,0.8,117.0,24.12,210.2,1.064,22.8,0.251,2.432,1.2024,2.924
ATHLETE_009,pushup,57.4,169.6,68,male,106.2,43,32,11,0.744,60.2,24.29,219.5,0.547,84.6,0.288,12.78,1.0355,13.234
ATHLETE_009,pushup,57.4,169.6,68,male,68.8,26,22,4,0.846,119.6,22.67,248.0,1.087,83.2,0.725,8.281,1.3325,11.035
ATHLETE_009,pushup,57.4,169.6,68,male,126.7,41,34,7,0.829,82.7,19.41,203.3,0.752,78.6,0.172,15.249,1.0517,16.037
ATHLETE_009,squat,57.4,169.6,68,male,218.4,67,48,19,0.716,100.0,18.41,243.4,0.909,24.0,0.05,21.352,1.1679,24.938
ATHLETE_009,pushup,57.4,169.6,68,male,236.0,81,64,17,0.79,92.1,20.6,207.2,0.837,90.6,0.429,28.396,1.1247,31.935
ATHLETE_009,jumping_jack,57.4,169.6,68,male,101.3,29,22,7,0.759,110.7,17.18,233.2,0.923,22.5,0.164,12.188,1.158,14.114
ATHLETE_009,jumping_jack,57.4,169.6,68,male,197.0,76,60,16,0.789,139.1,23.15,225.0,1.159,26.0,0.255,23.704,1.2815,30.377
ATHLETE_009,pushup,57.4,169.6,68,male,23.2,7,5,2,0.714,130.5,18.09,171.9,1.187,75.8,0.06,2.794,1.0341,2.889
ATHLETE_009,jumping_jack,57.4,169.6,68,male,153.2,52,43,9,0.827,116.5,20.37,251.1,0.971,13.7,0.188,18.434,1.2516,23.072
ATHLETE_009,jumping_jack,57.4,169.6,68,male,79.6,24,18,6,0.75,100.4,18.09,186.4,0.836,26.8,0.248,9.579,1.0097,9.672
ATHLETE_009,jumping_jack,57.4,169.6,68,male,142.7,51,37,14,0.725,81.3,21.44,137.9,0.677,19.3,0.279,17.177,0.8845,15.193
ATHLETE_009,pushup,57.4,169.6,68,male,78.1,32,26,6,0.812,85.1,24.59,179.1,0.774,89.8,0.086,9.397,1.0156,9.544
ATHLETE_009,jumping_jack,57.4,169.6,68,male,78.2,29,24,5,0.828,126.8,22.25,237.0,1.057,12.4,0.198,9.412,1.3005,12.241
ATHLETE_009,pushup,57.4,169.6,68,male,122.1,38,29,9,0.763,120.7,18.68,222.9,1.097,82.2,0.079,14.69,1.2277,18.035
ATHLETE_009,jumping_jack,57.4,169.6,68,male,218.2,91,77,14,0.846,105.6,25.02,233.0,0.88,14.3,0.05,26.258,1.2244,32.151
ATHLETE_009,jumping_jack,57.4,169.6,68,male,225.4,88,72,16,0.818,113.8,23.43,203.8,0.948,5.9,0.134,27.121,1.1609,31.484
ATHLETE_009,jumping_jack,57.4,169.6,68,male,24.9,8,6,2,0.75,81.4,19.25,232.9,0.678,10.4,0.05,3.0,1.1024,3.307
ATHLETE_009,squat,57.4,169.6,68,male,221.7,84,64,20,0.762,105.1,22.74,171.6,0.955,6.0,0.173,21.671,1.0149,21.994
ATHLETE_009,pushup,57.4,169.6,68,male,160.4,61,50,11,0.82,108.4,22.81,172.9,0.985,93.4,0.167,19.305,1.0734,20.721
ATHLETE_009,squat,57.4,169.6,68,male,95.2,33,24,9,0.727,123.0,20.79,229.7,1.118,25.5,0.05,9.31,1.2707,11.83
ATHLETE_009,jumping_jack,57.4,169.6,68,male,203.2,67,57,10,0.851,104.7,19.78,215.8,0.872,21.4,0.05,24.454,1.1301,27.637
ATHLETE_009,squat,57.4,169.6,68,male,54.4,20,16,4,0.8,113.8,22.07,179.6,1.034,35.9,0.636,5.315,1.0812,5.747
ATHLETE_009,squat,57.4,169.6,68,male,33.3,12,8,4,0.667,101.5,21.6,166.1,0.923,35.2,0.844,3.259,0.99,3.226
ATHLETE_009,squat,57.4,169.6,68,male,108.4,32,25,7,0.781,110.9,17.71,203.3,1.008,34.0,0.153,10.6,1.1438,12.124
ATHLETE_009,squat,57.4,169.6,68,male,174.6,50,37,13,0.74,107.9,17.18,236.3,0.981,26.5,0.318,17.069,1.149,19.611
ATHLETE_009,pushup,57.4,169.6,68,male,234.8,88,68,20,0.773,108.6,22.49,217.2,0.987,83.0,0.085,28.249,1.1714,33.091
ATHLETE_009,pushup,57.4,169.6,68,male,157.0,65,51,14,0.785,96.0,24.84,203.6,0.873,83.4,0.05,18.89,1.1107,20.98
ATHLETE_009,squat,57.4,169.6,68,male,70.5,24,18,6,0.75,76.4,20.44,194.2,0.695,15.1,0.125,6.889,1.0296,7.093
ATHLETE_009,squat,57.4,169.6,68,male,24.5,9,6,3,0.667,82.2,22.03,175.3,0.747,21.6,0.05,2.397,0.9817,2.353
ATHLETE_009,jumping_jack,57.4,169.6,68,male,79.7,23,19,4,0.826,129.3,17.31,263.0,1.078,19.4,0.531,9.591,1.2027,11.535
ATHLETE_009,squat,57.4,169.6,68,male,88.6,24,17,7,0.708,101.8,16.26,246.7,0.926,19.7,0.44,8.66,1.1563,10.013
ATHLETE_009,pushup,57.4,169.6,68,male,112.1,38,31,7,0.816,134.7,20.34,238.9,1.225,88.9,0.132,13.488,1.307,17.629
ATHLETE_009,jumping_jack,57.4,169.6,68,male,47.8,17,14,3,0.824,68.2,21.34,280.0,0.568,26.0,0.407,5.752,1.1404,6.559
